Employee_number,Employee_name,Employee_age,Maritial_Status,Current_Salary,Number_of_Children,years_experience,past_projects,current_projects,Divorced_earlier,Father_alive,Mother_alive,performance_rating,Education_level,Department,Role,Job_Satisfaction,Work_Life_Balance,is_outlier
51979,Rohit Taylor,42,False,62003,1,13,2,3,No,Yes,Yes,4,High School,Finance,Senior Analyst,6.376580082866168,7.577014783687478,0
51982,John Thomas,29,True,61508,0,0,2,3,No,Yes,Yes,3,Diploma,Sales,Sales Manager,6.5629067419352,2.063829930945208,0
51985,Olivia Thomas,25,True,62170,1,0,14,0,No,Yes,Yes,5,Master's,HR,HR Manager,5.905308746916481,3.8899612665119125,0
51986,Daniel Kumar,18,False,67643,2,0,4,3,No,No,No,4,High School,R&D,Researcher,6.22324675289307,2.913462302112571,0
51987,Aisha Anderson,35,False,77546,3,0,9,3,No,Yes,Yes,5,Master's,HR,HR Executive,4.018402501711899,5.739805325890156,0
51996,Sophia Singh,53,False,63405,0,25,11,3,No,Yes,Yes,4,Bachelor's,Operations,Ops Manager,6.896372810303273,8.407534894662756,0
51997,Daniel Davis,40,True,66278,0,12,5,1,No,No,No,3,High School,R&D,Scientist,8.821712476526368,6.2379283963921015,0
51999,Priya Walker,41,False,88707,2,20,2,0,No,Yes,Yes,5,High School,Operations,Ops Manager,7.400042718623129,3.9803155940600696,0
52002,Arun Iyer,31,True,80335,3,3,4,3,No,Yes,Yes,4,Bachelor's,HR,HR Manager,9.096007674760752,10.0,0
52005,Michael Anderson,43,True,73169,0,19,11,3,No,Yes,Yes,4,Diploma,Finance,Senior Analyst,7.6531891224514705,4.854484101109218,0
52006,Linda Kumar,49,False,86679,1,24,3,2,No,Yes,Yes,2,Master's,Engineering,DevOps Engineer,4.5458129395874876,3.9517987367979095,0
52008,Aisha Taylor,26,False,71715,1,0,12,1,No,No,Yes,3,Bachelor's,Operations,Operations Coordinator,10.0,2.8843263900084466,0
52009,Luke Miller,39,True,60632,1,16,5,3,No,Yes,Yes,2,Bachelor's,Engineering,ML Engineer,7.063815815887686,2.977776858081826,0
52010,Linda Thomas,33,False,75819,3,8,1,3,No,No,Yes,4,High School,Operations,Ops Manager,10.0,4.849528200965258,0
52014,Karen Johnson,29,False,79794,0,0,6,3,No,Yes,Yes,3,Diploma,Support,Customer Specialist,3.20431340719548,3.5214165864898845,0
52016,Olivia Patel,47,True,70097,2,14,9,0,No,Yes,Yes,3,High School,Engineering,Software Engineer,2.707920633262532,10.0,0
52018,Luke Patel,41,False,80759,0,13,1,3,No,Yes,No,5,Bachelor's,Sales,Account Executive,6.896787265556247,5.500585136539754,0
52019,Leo Kumar,28,True,60132,2,0,11,0,No,Yes,No,3,Bachelor's,HR,HR Manager,10.0,2.6135524220168445,0
52022,Luke Iyer,46,True,76208,1,11,9,2,No,Yes,Yes,4,Bachelor's,Support,Customer Specialist,10.0,7.646808954018192,0
52023,Vikram Gupta,42,True,75173,1,7,1,2,Yes,Yes,Yes,4,Diploma,Sales,Sales Manager,3.415112063157384,8.682254941873374,0
52027,John Taylor,36,True,76694,1,1,11,1,Yes,Yes,Yes,3,Bachelor's,Operations,Operations Coordinator,9.404722599015729,1.894194149051077,0
52028,Emily Patel,46,True,61072,0,15,1,2,No,Yes,Yes,3,High School,HR,HR Executive,4.85649027004804,5.730311863150508,0
52034,Luke Lewis,24,False,73035,3,0,12,3,No,Yes,No,3,High School,Finance,Analyst,9.406170878351187,2.9507008188209016,0
52035,Nina Thompson,37,True,73291,2,10,13,3,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,4.65941380717406,8.497030749823521,0
52040,Priya Taylor,45,True,61827,3,22,14,3,No,Yes,Yes,3,Diploma,Support,Support Engineer,7.519029036370711,8.282752552400169,1
52041,Leo Sharma,35,True,76156,1,8,5,0,No,Yes,No,2,Master's,Operations,Ops Manager,7.982201311558381,1.0,0
52044,Priya Iyer,46,True,62208,0,12,3,3,No,Yes,Yes,3,Bachelor's,R&D,Researcher,8.445654284599316,8.414712827766932,0
52046,Michael Gupta,28,True,91456,1,2,7,1,No,Yes,Yes,3,Bachelor's,Finance,Analyst,1.153388809667872,8.071636603409619,0
52052,Karen Miller,43,True,88815,2,17,11,1,No,Yes,Yes,2,Master's,HR,HR Executive,9.370348741676722,2.702800470022546,0
52054,John Taylor,26,False,70264,1,3,9,0,No,Yes,Yes,4,Bachelor's,Finance,Analyst,7.779449009432665,10.0,0
52055,Luke Johnson,44,True,99229,3,16,0,2,No,No,Yes,3,Master's,Engineering,DevOps Engineer,10.0,3.2056572478354153,0
52057,Daniel Kumar,40,True,62362,1,16,5,0,No,Yes,Yes,3,Master's,Support,Customer Specialist,3.861527239565288,1.0,0
52062,David Wilson,39,True,86729,1,8,2,1,Yes,Yes,Yes,3,Bachelor's,R&D,Scientist,8.63835286841451,1.7967530174845114,0
52063,Linda Williams,32,True,76129,0,7,10,3,No,Yes,No,3,Bachelor's,Support,Customer Specialist,2.3680331443899902,9.904601721619429,0
52064,Linda Walker,58,True,79810,2,14,5,3,No,Yes,Yes,1,Bachelor's,R&D,Researcher,4.9297260228273325,3.671811744418092,0
52065,John Wilson,38,True,75216,3,14,1,0,No,Yes,Yes,4,High School,R&D,Scientist,10.0,1.8759697029432045,0
52068,Daniel Thomas,34,False,76377,2,5,11,2,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,10.0,5.59829854022856,0
52069,Leo Anderson,29,True,62635,0,8,0,0,No,Yes,Yes,2,Bachelor's,Support,Customer Specialist,1.8431715629319818,4.579376210169809,0
52070,John Brown,40,True,73086,2,10,13,2,Yes,Yes,No,3,Bachelor's,HR,HR Executive,10.0,2.4858453541299896,0
52080,Kiran Gupta,39,False,81644,1,10,0,1,No,Yes,No,2,High School,R&D,Researcher,10.0,1.509030641543009,0
52081,Sophia Singh,35,False,58605,0,0,6,2,No,Yes,Yes,3,Bachelor's,Finance,Analyst,10.0,2.510510118824698,0
52089,Sarah Thomas,37,False,62350,0,11,7,3,No,No,Yes,5,Diploma,Finance,Analyst,10.0,4.341913566863385,0
52090,Leo Johnson,23,True,90579,0,0,4,0,No,Yes,No,3,High School,HR,HR Manager,10.0,1.0,0
52091,Kiran Miller,18,False,69699,3,0,11,0,No,Yes,Yes,3,Bachelor's,Finance,Analyst,2.991914100192303,10.0,0
52093,Karen Johnson,33,False,84134,1,0,11,0,No,Yes,No,2,Bachelor's,R&D,Scientist,1.0,3.9356532973674296,0
52095,Ananya Thomas,34,False,74640,2,0,2,2,No,Yes,Yes,2,Master's,Sales,Account Executive,5.453700365669228,6.648366234558346,0
52098,Nina Sharma,43,False,78726,0,17,8,1,Yes,Yes,Yes,4,Bachelor's,Support,Customer Specialist,10.0,4.09272993402024,0
52099,Linda Thompson,48,False,86066,3,24,6,3,No,No,Yes,3,Master's,R&D,Scientist,8.124266369338752,2.0940029916616583,0
52100,Priya Singh,37,False,62266,0,13,14,3,Yes,Yes,Yes,3,High School,Finance,Analyst,1.3163473074947243,10.0,0
52102,Karen Taylor,46,False,82167,2,25,7,3,No,No,Yes,4,Diploma,Finance,Analyst,7.314069474644084,1.2815606789765992,0
52103,Olivia Johnson,41,True,66187,3,11,4,3,No,Yes,Yes,1,Bachelor's,R&D,Researcher,4.989451906177732,3.8638358864956883,0
52106,Nina Taylor,40,False,84065,0,18,3,2,No,No,No,5,High School,Engineering,Software Engineer,7.011246637080557,3.6075647355731215,0
52107,Sarah Patel,34,False,64776,3,10,11,2,No,Yes,Yes,3,Diploma,HR,HR Executive,10.0,3.6222681459169963,0
52109,Rohit Thomas,32,False,84001,3,1,6,1,No,Yes,Yes,4,Bachelor's,Engineering,Software Engineer,7.204502320044279,10.0,0
52110,Ananya Gupta,32,False,74739,2,0,11,2,No,Yes,No,1,Bachelor's,Finance,Analyst,10.0,1.9320784477481392,0
52111,Emily Taylor,33,True,59523,3,3,14,1,No,Yes,No,3,Bachelor's,Sales,Account Executive,9.514301255161405,6.467909123644342,0
52119,Nina Smith,28,False,58779,1,3,7,3,No,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,4.937267835527376,10.0,0
52120,Aisha Miller,25,False,82118,3,0,0,3,No,Yes,Yes,4,Master's,Support,Support Engineer,9.467964716553086,2.6227722453201956,0
52121,Vikram Gupta,44,False,93605,0,20,0,3,No,Yes,Yes,3,Bachelor's,Operations,Operations Coordinator,6.837258698663366,3.434615943070694,0
52122,Nina Johnson,39,False,70053,1,18,0,0,No,Yes,Yes,3,PhD,HR,HR Manager,7.427346579673265,2.6290281877048423,0
52125,Ananya Brown,57,True,66887,3,34,0,3,Yes,Yes,Yes,3,Diploma,R&D,Scientist,5.385922140923771,7.044573430058764,0
52129,Karen Patel,42,True,77115,0,2,11,0,No,No,No,3,Bachelor's,Sales,Sales Manager,5.175191795576961,7.382445587182786,0
52130,David Singh,44,False,64019,2,19,9,3,No,Yes,Yes,5,Bachelor's,Operations,Operations Coordinator,10.0,1.6621948704172302,0
52131,Daniel Miller,38,False,91814,3,7,8,0,No,Yes,Yes,4,Diploma,HR,HR Executive,10.0,1.0,0
52133,Vikram Lewis,27,True,61422,3,0,1,0,No,No,Yes,3,Bachelor's,R&D,Researcher,10.0,5.692370118804384,0
52134,Kiran Thompson,20,False,62657,2,0,6,3,No,Yes,Yes,3,Bachelor's,R&D,Scientist,10.0,2.365831103843429,0
52135,David Thomas,35,False,89647,0,9,3,2,Yes,Yes,Yes,4,Master's,HR,HR Manager,5.301924879597582,5.3157069133022485,0
52138,Vikram Brown,28,True,70374,0,4,0,0,Yes,Yes,Yes,4,Bachelor's,Support,Customer Specialist,10.0,2.46978854768342,0
52140,Daniel Singh,57,False,81546,0,34,1,1,Yes,No,Yes,2,Master's,Finance,Analyst,10.0,5.4913242749611335,0
52141,David Anderson,36,False,86365,0,2,12,2,No,Yes,Yes,5,Bachelor's,Sales,Sales Manager,10.0,7.378491125364931,0
52144,Priya Anderson,33,False,92793,1,6,13,3,Yes,No,Yes,5,Master's,Engineering,ML Engineer,10.0,1.265944890456522,0
52147,John Thompson,18,True,83678,3,0,14,0,No,Yes,Yes,4,Master's,Operations,Operations Coordinator,10.0,3.84290872648506,0
52148,Karen Lewis,35,True,93168,0,1,1,2,No,Yes,Yes,3,Master's,Engineering,Software Engineer,8.250825621597576,1.357866963376221,0
52149,Ananya Johnson,25,False,90781,0,4,0,1,Yes,Yes,No,2,Bachelor's,HR,HR Executive,10.0,4.723686479306636,0
52151,Michael Wilson,42,False,73060,0,19,3,1,No,Yes,Yes,4,Master's,Support,Support Engineer,6.352361191084573,1.0,0
52152,Ananya Williams,65,True,82710,1,36,2,0,Yes,Yes,Yes,5,Diploma,Support,Customer Specialist,9.487762915645263,2.4970826356551807,0
52153,Sophia Thomas,42,True,60201,0,21,12,0,No,No,Yes,3,Bachelor's,Sales,Sales Manager,5.9151860498454685,8.694639173122876,0
52157,Emily Walker,43,True,66120,3,18,8,3,No,Yes,No,3,Bachelor's,Sales,Sales Manager,5.009365562948042,7.9504464672372785,0
52160,Sarah Williams,29,True,63647,3,4,10,1,No,Yes,Yes,3,High School,HR,HR Manager,6.942932744801772,1.9169986101678083,0
52162,Rohit Gupta,41,True,87548,0,19,8,0,No,Yes,Yes,1,Master's,HR,HR Executive,5.181158752101972,1.2750759468680766,0
52163,Sophia Patel,23,True,59504,0,0,13,2,No,Yes,Yes,4,Diploma,Operations,Ops Manager,7.14645587151087,4.720682163218481,0
52169,Vikram Anderson,46,True,88183,1,25,6,3,No,No,Yes,4,Diploma,Engineering,ML Engineer,5.018062045200654,2.4823340351549574,0
52171,Arun Kumar,55,True,65768,3,31,0,3,No,Yes,Yes,3,Bachelor's,Finance,Analyst,10.0,4.022520501024292,0
52176,David Williams,39,True,73157,2,10,1,1,No,Yes,Yes,1,Master's,HR,HR Executive,6.944125873533544,5.970160074169271,0
52177,Linda Brown,30,False,89184,1,4,4,1,Yes,Yes,Yes,3,Master's,Sales,Sales Manager,4.9165238378062,6.677341580430955,0
52181,Linda Sharma,31,False,71797,0,3,0,1,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,10.0,7.8622926318312185,0
52183,John Taylor,24,False,91541,1,2,12,0,No,Yes,Yes,2,Bachelor's,Support,Support Engineer,7.089153321674629,3.403915852434867,0
52187,Karen Kumar,48,True,62651,1,15,12,3,No,Yes,Yes,2,Diploma,Finance,Analyst,5.628843023253781,1.0,0
52193,Ananya Taylor,29,False,65124,0,7,14,2,No,Yes,Yes,3,Bachelor's,Support,Customer Specialist,1.0431031498454715,3.863539584107281,0
52197,Nina Singh,47,True,77111,0,26,4,0,No,Yes,No,2,Master's,R&D,Scientist,5.144390090668226,4.820154905223644,0
52198,Ananya Thompson,40,True,87426,1,6,1,1,No,Yes,No,4,Diploma,Sales,Sales Manager,8.79474388089482,1.5562714713974586,0
52201,Priya Walker,40,True,69132,3,11,2,1,No,Yes,No,4,Bachelor's,Support,Support Engineer,10.0,8.303268698963333,0
52206,Arun Lewis,39,True,72027,0,0,13,0,No,Yes,Yes,3,High School,Support,Support Engineer,10.0,3.3996852195007494,0
52209,David Thomas,38,False,67446,1,14,0,2,No,Yes,Yes,5,Bachelor's,Operations,Ops Manager,5.709652196408206,4.798172391109324,0
52214,Ananya Anderson,40,False,70722,1,12,6,2,Yes,Yes,No,2,Diploma,Finance,Senior Analyst,2.5652002699717116,2.8383699147773367,0
52217,Michael Gupta,36,True,75589,1,13,5,2,Yes,Yes,Yes,5,High School,R&D,Scientist,5.061941205465036,10.0,0
52220,Rohit Wilson,33,True,61018,0,5,6,1,Yes,No,Yes,1,Bachelor's,Finance,Analyst,8.632624669189493,3.309070804781907,0
52227,David Wilson,24,False,77438,0,0,6,0,No,No,Yes,4,Bachelor's,Support,Support Engineer,6.205811316129125,2.33676530484882,0
52229,Kiran Miller,46,False,87545,0,21,12,0,No,Yes,Yes,3,Master's,Operations,Operations Coordinator,3.2262666391856554,4.264416605635619,0
52233,Daniel Williams,53,True,91929,0,28,0,1,No,Yes,Yes,5,PhD,R&D,Researcher,7.952605762615808,1.0,0
52234,Rohit Taylor,55,True,86642,0,29,6,1,No,Yes,Yes,4,Bachelor's,Sales,Sales Manager,10.0,3.3124397381946293,0
52236,Olivia Brown,43,False,77442,3,10,5,0,No,Yes,No,3,Bachelor's,R&D,Researcher,6.847087495273248,8.863204136390591,0
52239,Nina Singh,26,True,72522,0,0,8,1,No,Yes,Yes,4,High School,Finance,Analyst,7.508296540287744,2.1520160397679193,0
52243,Luke Sharma,29,True,70786,0,5,14,3,No,Yes,Yes,4,Bachelor's,Sales,Account Executive,7.742948519230455,6.024018534426677,0
52247,Emily Lewis,44,False,62755,0,9,7,3,No,Yes,No,4,Bachelor's,Engineering,ML Engineer,2.5401172308899067,9.913131352185243,0
52249,Priya Lewis,50,True,80504,3,13,9,3,No,No,Yes,2,Master's,Finance,Analyst,6.733803260942803,1.0,0
52250,Emily Davis,38,True,92432,1,9,11,0,No,Yes,No,4,Bachelor's,Engineering,Software Engineer,8.290120848896786,2.9981519396045435,0
52252,Daniel Smith,51,True,79295,1,19,13,3,No,Yes,Yes,3,Bachelor's,HR,HR Executive,8.483965022455383,10.0,0
52253,Olivia Singh,37,True,66457,3,13,9,3,Yes,Yes,Yes,2,High School,HR,HR Executive,8.083576338196423,1.5271432489781054,0
52255,Rohit Iyer,36,True,95155,0,7,3,1,Yes,Yes,Yes,5,Diploma,Finance,Analyst,7.002713794129642,7.2098662275868195,0
52262,Rohit Lewis,41,True,88777,3,1,2,3,Yes,Yes,Yes,3,Master's,Operations,Ops Manager,3.8813008563286786,5.6201001486490725,0
52268,Karen Smith,38,False,65083,2,6,5,0,No,Yes,Yes,5,Master's,Support,Customer Specialist,10.0,1.5620934680318639,0
52272,John Walker,32,True,66339,1,10,11,3,No,Yes,Yes,2,Bachelor's,Finance,Senior Analyst,3.2630894704714244,7.428327517674024,0
52276,Rohit Patel,43,True,68870,1,21,13,3,No,Yes,Yes,3,Diploma,Engineering,Software Engineer,8.675634226016959,1.0,0
52277,Sophia Anderson,31,True,88822,2,3,0,0,No,Yes,Yes,3,Bachelor's,R&D,Scientist,8.041581887750935,6.83037190782348,0
52281,Nina Johnson,51,True,59091,0,24,8,0,Yes,Yes,No,3,High School,Sales,Sales Manager,10.0,2.872425378458029,0
52282,Olivia Anderson,41,True,84483,0,14,13,0,No,Yes,No,4,Bachelor's,Operations,Ops Manager,6.131110306161114,1.0,0
52285,Aisha Lewis,21,False,680490,0,0,1,1,No,Yes,Yes,4,Bachelor's,R&D,Researcher,10.0,10.0,1
52287,Aisha Thomas,28,False,67086,3,0,5,2,No,No,No,3,Bachelor's,Support,Customer Specialist,10.0,10.0,0
52296,Leo Wilson,18,False,70574,0,0,5,0,No,No,Yes,3,Bachelor's,HR,HR Executive,10.0,3.713670330078255,0
52298,Rohit Anderson,29,False,98081,2,0,12,3,No,Yes,Yes,3,Diploma,Operations,Operations Coordinator,10.0,5.1895989314146975,0
52306,Sophia Williams,47,True,90641,0,19,13,0,Yes,Yes,No,2,Master's,R&D,Researcher,10.0,1.8436471180277492,0
52307,Emily Thomas,26,False,73805,3,0,8,0,No,Yes,Yes,2,Bachelor's,Engineering,ML Engineer,6.820033908957112,6.354539942007166,0
52308,Michael Walker,52,False,89152,3,31,1,2,No,No,Yes,3,Diploma,Engineering,DevOps Engineer,2.346298573045563,10.0,0
52309,Kiran Davis,43,False,70971,0,10,6,1,No,Yes,Yes,3,Diploma,R&D,Researcher,6.995957235009295,1.0456501388511663,0
52310,John Anderson,50,False,71240,2,17,9,1,Yes,Yes,Yes,3,Master's,Finance,Analyst,4.76538154246327,5.2965214622973225,0
52314,Rohit Johnson,27,True,79144,2,4,5,3,Yes,No,Yes,2,Bachelor's,HR,HR Executive,8.815614269977969,1.462813536292252,0
52315,Olivia Anderson,25,True,80208,1,0,8,0,Yes,Yes,Yes,5,Bachelor's,Support,Customer Specialist,10.0,3.870525657788539,0
52320,Nina Smith,32,True,65212,0,10,3,1,Yes,Yes,Yes,3,High School,Support,Support Engineer,10.0,3.0161833580609505,0
52321,Olivia Davis,27,False,70875,0,0,9,3,No,No,Yes,3,Diploma,Sales,Sales Manager,7.873967400007739,9.326801278890393,0
52322,Vikram Thomas,49,True,73391,3,17,10,2,No,Yes,Yes,3,Diploma,R&D,Researcher,5.543447170671236,2.182954629496918,0
52324,John Miller,47,False,65082,2,17,9,1,No,No,Yes,3,Master's,Support,Customer Specialist,10.0,1.2378780337488462,0
52329,Nina Thompson,40,True,64756,0,15,1,0,Yes,No,Yes,3,Diploma,Operations,Operations Coordinator,10.0,9.526135455895368,0
52330,Daniel Thomas,28,False,69536,3,0,11,2,No,No,Yes,3,Bachelor's,Support,Customer Specialist,9.123289648094087,3.0541739914733426,0
52339,Luke Walker,56,False,67319,3,33,11,2,Yes,Yes,Yes,3,PhD,Operations,Ops Manager,8.51072984301005,1.0,0
52340,Rohit Walker,32,True,70566,0,3,4,3,Yes,Yes,Yes,3,Diploma,Operations,Ops Manager,8.677518173917127,3.9119989513457827,0
52342,Luke Taylor,42,False,79284,1,6,4,3,No,Yes,Yes,3,Bachelor's,Engineering,ML Engineer,10.0,2.4479856157814384,0
52343,Vikram Taylor,37,False,82899,1,15,1,3,No,Yes,Yes,4,Master's,Sales,Account Executive,10.0,1.0,0
52346,Priya Walker,19,False,94179,0,0,7,2,No,Yes,Yes,3,High School,Engineering,Software Engineer,10.0,1.0159160106663832,0
52349,Vikram Iyer,40,False,69788,1,15,4,2,Yes,Yes,Yes,4,Master's,R&D,Scientist,4.856580452325536,1.3018205182268723,0
52351,John Miller,21,False,82035,0,0,8,1,No,Yes,Yes,2,Master's,Finance,Analyst,7.504696196887371,9.446837972373183,0
52353,Emily Taylor,37,False,72213,0,15,6,3,Yes,Yes,Yes,4,Master's,Finance,Senior Analyst,9.344289632079885,10.0,0
52364,Leo Gupta,40,True,90318,1,11,8,2,Yes,Yes,No,5,Master's,Sales,Sales Manager,10.0,7.408314560272745,0
52365,Nina Kumar,32,True,85398,3,0,13,2,No,No,Yes,2,Bachelor's,HR,HR Manager,10.0,4.519822721092821,0
52368,Sarah Johnson,38,False,68139,0,12,9,2,No,Yes,Yes,1,High School,R&D,Scientist,5.223655097771182,1.0,0
52369,Kiran Kumar,50,True,68783,1,29,4,2,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,10.0,7.736571423704905,0
52370,Sarah Johnson,42,False,77644,2,19,1,0,No,No,Yes,2,Bachelor's,HR,HR Manager,10.0,8.764473345204177,0
52374,Luke Lewis,53,True,62412,1,26,7,0,No,Yes,No,2,Bachelor's,Finance,Analyst,5.756083819754251,6.160262336918146,0
52377,David Taylor,40,True,61178,0,9,2,3,Yes,No,Yes,1,Master's,R&D,Scientist,3.276382868305258,1.0,0
52379,Luke Sharma,52,False,87431,1,20,5,3,Yes,Yes,Yes,1,Master's,Engineering,ML Engineer,5.654626651403797,1.0,0
52380,Sarah Thomas,22,True,71807,3,0,3,3,Yes,Yes,Yes,4,High School,Sales,Account Executive,6.656552753383823,7.0012058085084306,0
52382,Aisha Brown,46,True,66938,0,22,5,0,No,Yes,Yes,3,Diploma,Engineering,DevOps Engineer,1.0,1.0,0
52386,Nina Anderson,35,False,80377,0,0,4,1,No,Yes,Yes,4,Bachelor's,Engineering,DevOps Engineer,5.751354550334023,10.0,0
52389,Luke Davis,35,True,73931,0,0,12,1,No,Yes,Yes,2,Diploma,Finance,Analyst,5.866362113185305,5.45545826183464,0
52391,Olivia Walker,40,False,88020,3,0,14,3,No,Yes,Yes,5,Master's,Engineering,Software Engineer,7.613821410561387,1.0,0
52395,Karen Brown,35,True,73626,0,0,0,3,No,Yes,No,3,Diploma,Support,Customer Specialist,5.949548147579965,6.773726861691887,0
52397,Karen Kumar,18,False,65713,3,0,4,1,No,Yes,No,4,Bachelor's,Finance,Analyst,5.3287950174020144,10.0,0
52399,Emily Wilson,26,False,60741,2,0,9,0,Yes,Yes,Yes,5,Bachelor's,Finance,Analyst,4.32960724163549,2.7924284188354496,0
52402,Daniel Thompson,18,True,75738,1,0,1,2,No,Yes,Yes,3,Master's,R&D,Scientist,10.0,5.025924104101833,0
52404,Olivia Lewis,38,False,83303,2,5,8,1,No,Yes,Yes,3,High School,Support,Customer Specialist,4.136671324619486,6.6648502659116495,0
52409,Sarah Williams,35,False,71164,1,11,6,3,No,No,Yes,3,Diploma,HR,HR Executive,4.0786324179232984,9.446113414505731,0
52410,Sarah Lewis,23,True,65215,0,0,7,2,No,No,Yes,4,Bachelor's,Engineering,ML Engineer,10.0,10.0,0
52414,David Iyer,29,False,80583,1,0,4,3,Yes,Yes,Yes,3,Bachelor's,R&D,Researcher,9.442630878691876,6.24279834444248,0
52415,Ananya Wilson,54,True,695267,3,31,14,2,No,Yes,No,3,Master's,Engineering,ML Engineer,9.367064587533005,1.372764756618377,1
52416,Luke Thomas,49,False,61231,2,27,14,3,Yes,Yes,Yes,5,High School,Engineering,ML Engineer,9.098830848432486,5.6739399557929,0
52417,Michael Sharma,40,True,68504,1,6,4,3,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,10.0,7.7616493750141995,0
52419,Leo Singh,52,False,66798,2,29,13,2,No,Yes,Yes,4,High School,R&D,Scientist,10.0,2.473093127898945,0
52420,Daniel Johnson,24,False,67226,1,0,9,2,No,Yes,Yes,4,Master's,Support,Customer Specialist,4.489216631545266,8.534868593737162,0
52421,John Iyer,32,True,91738,0,10,5,3,Yes,Yes,Yes,5,Diploma,Finance,Analyst,5.9597320726345995,4.017295399802368,0
52422,Aisha Iyer,35,True,67364,0,11,10,1,Yes,Yes,Yes,2,Bachelor's,Sales,Account Executive,6.424218613264008,7.358054271629839,0
52424,David Johnson,55,True,92143,0,33,1,3,No,Yes,Yes,5,Bachelor's,Finance,Senior Analyst,6.402505234592911,10.0,0
52428,Priya Davis,45,False,81420,1,13,12,0,No,Yes,No,3,Bachelor's,Operations,Ops Manager,5.9514501601645495,2.323883110451272,0
52433,Daniel Iyer,46,False,79340,0,22,10,0,Yes,Yes,Yes,3,Bachelor's,Engineering,ML Engineer,10.0,3.732255495378491,0
52438,Nina Williams,40,False,75224,0,11,13,2,No,No,No,3,Bachelor's,Operations,Ops Manager,8.359556535535706,9.231586852984421,0
52439,Olivia Johnson,24,True,75863,0,0,7,3,No,Yes,Yes,3,Master's,Engineering,DevOps Engineer,10.0,4.15019567212519,0
52445,John Thomas,24,False,61769,1,0,10,1,No,Yes,Yes,2,High School,Engineering,DevOps Engineer,7.7713030186911425,6.968955072869555,0
52448,Sophia Brown,40,True,94354,2,8,3,0,No,Yes,No,3,Diploma,R&D,Researcher,4.111139144086433,9.123130537445583,0
52452,Michael Taylor,32,True,58928,2,6,6,1,No,Yes,Yes,3,Bachelor's,Operations,Ops Manager,7.949430967784079,1.0,0
52457,Olivia Iyer,36,False,59082,2,15,13,2,No,Yes,Yes,2,Bachelor's,Sales,Account Executive,1.0,1.0,0
52458,Michael Johnson,35,True,63189,1,14,1,0,No,Yes,Yes,4,Diploma,Engineering,ML Engineer,9.206192556171485,1.422496682139184,0
52465,Leo Gupta,40,False,63176,1,16,13,3,No,Yes,Yes,2,Bachelor's,Engineering,DevOps Engineer,10.0,3.396946223706773,0
52470,Nina Smith,35,False,84848,1,6,12,0,No,Yes,Yes,4,Diploma,R&D,Researcher,6.073696083641994,5.586372437181768,0
52473,Kiran Taylor,30,True,83947,1,4,11,0,No,No,Yes,3,Master's,HR,HR Executive,10.0,3.901279768634828,0
52476,Emily Smith,40,False,78344,3,17,4,1,No,Yes,Yes,2,Bachelor's,Sales,Sales Manager,10.0,1.0,0
52481,Rohit Miller,27,False,68507,0,0,3,1,No,Yes,Yes,4,Bachelor's,Support,Support Engineer,10.0,10.0,0
52482,Sarah Davis,21,False,63696,1,0,2,2,No,Yes,Yes,2,Bachelor's,HR,HR Executive,1.3000136222381808,5.963611461640538,0
52483,Nina Brown,34,False,74537,3,3,14,3,No,No,Yes,4,High School,Sales,Sales Manager,8.639454982145192,1.8376773244792841,0
52486,Luke Anderson,45,False,61111,2,20,3,1,No,Yes,Yes,3,Bachelor's,Sales,Account Executive,7.440449792328851,5.287621522990122,0
52488,Aisha Gupta,18,False,80978,0,0,8,0,No,Yes,Yes,4,Bachelor's,Engineering,DevOps Engineer,8.847315174549115,5.933677089029728,0
52491,Kiran Gupta,31,False,73419,1,9,8,1,No,Yes,Yes,2,Diploma,Sales,Account Executive,10.0,1.0987690572225093,0
52494,Karen Thompson,39,False,94752,2,15,1,2,No,No,Yes,3,High School,Finance,Senior Analyst,10.0,2.3243628297337358,0
52496,Vikram Gupta,38,True,90047,3,11,8,0,No,Yes,No,3,Bachelor's,Finance,Senior Analyst,10.0,7.743292691069382,0
52498,Luke Kumar,46,False,60991,2,1,3,2,Yes,No,Yes,3,High School,Sales,Sales Manager,5.478302849634062,1.0,0
52501,Emily Thompson,40,False,79151,0,7,13,1,No,Yes,Yes,2,Bachelor's,Operations,Ops Manager,6.8698143192946475,10.0,0
52503,Ananya Lewis,34,False,74926,1,12,6,3,Yes,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,10.0,5.4257316060576395,0
52506,Nina Smith,36,True,89072,0,0,10,1,No,No,Yes,4,Diploma,R&D,Scientist,10.0,1.723721439829796,0
52508,John Kumar,16,True,76330,0,2,4,0,Yes,Yes,Yes,1,High School,Sales,Account Executive,5.375908509774028,10.0,1
52512,Karen Singh,37,False,62678,0,5,4,1,No,Yes,Yes,4,Diploma,Finance,Analyst,5.050905708816883,4.817664458591647,0
52513,David Thompson,22,True,71293,0,0,7,3,No,Yes,Yes,3,High School,Engineering,DevOps Engineer,6.197381278163844,5.619061831974772,0
